California County,census_tract,hispanic,white,african_american,native_american,asian_american,other,unemployment,poverty,ces_pollution_score,ozone,pesticides,tox_release,asthma,cardiovascular_disease,low_birth_weight
Los Angeles,6037188100.0,55.8,27.3,2.3,0.1,12.8,1.7,7.8,40.8,63.51,0.051,0.0,2361.444927,60.91,9.09,5.22
Riverside ,6065040204.0,84.7,7.4,6.1,0.2,1.0,0.6,14.0,67.3,63.49,0.065,0.0,1647.474322,55.89,12.3,5.37
Los Angeles,6037240500.0,62.4,0.6,35.6,0.0,0.2,1.1,14.3,76.0,63.49,0.044000000000000004,0.0,5106.577821,95.56,13.17,7.66
San Bernardino,6071004104.0,81.8,10.9,5.1,0.4,0.7,1.1,22.9,73.4,63.49,0.068,0.0,1608.33263,83.09,11.08,6.3
Los Angeles,6037602509.0,63.8,4.1,20.0,0.2,10.3,1.7,6.1,45.9,63.43,0.044000000000000004,4.13,4943.748642000001,73.29,9.96,5.39
Merced ,6047001005.0,51.9,30.5,8.0,0.7,6.2,2.8,25.2,67.7,63.4,0.057,73.16,43.9,94.1,14.19,7.62
Stanislaus ,6099003700.0,51.7,38.8,0.8,0.7,5.5,2.5,12.1,44.9,63.36,0.057,2814.76,387.0781063,82.64,14.43,5.18
San Joaquin,6077002402.0,69.8,4.5,10.0,0.2,13.4,2.1,21.7,71.0,63.36,0.048,0.0,951.7306167000003,128.15,14.74,4.61
Los Angeles,6037239320.0,85.2,0.5,13.1,0.1,0.2,0.8,10.0,65.4,63.31,0.046,0.0,4639.826624,95.56,13.17,5.63
Los Angeles,6037542601.0,85.1,0.6,13.7,0.1,0.0,0.4,14.7,66.5,63.25,0.044000000000000004,0.0,5934.910476,99.6,11.71,6.68
Los Angeles,6037122121.0,79.4,10.0,1.3,0.0,8.3,1.0,11.8,48.1,63.23,0.055,0.0,1150.103412,77.04,8.41,6.25
Los Angeles,6037219800.0,74.3,1.5,21.5,0.2,1.1,1.4,13.2,66.7,63.22,0.046,0.0,2135.956694,100.42,9.96,6.88
Los Angeles,6037541603.0,79.1,1.1,19.0,0.0,0.1,0.6,21.9,74.9,63.2,0.044000000000000004,0.0,6010.256126,67.98,9.16,5.24
Los Angeles,6037402303.0,75.5,13.6,6.0,0.5,3.3,1.2,11.3,69.0,63.15,0.057,0.0,7381.369339,68.69,7.99,8.14
Riverside ,6065042209.0,40.4,24.3,12.9,0.5,18.6,3.3,15.5,63.2,63.05,0.065,2.59,862.6141071000003,52.47,7.72,7.45
Los Angeles,6037433801.0,90.5,2.4,0.1,0.1,6.3,0.5,9.6,73.3,63.04,0.048,0.01,8544.413852,52.93,8.53,6.56
Los Angeles,6037601502.0,94.4,1.9,1.9,0.1,1.4,0.3,10.0,70.5,63.03,0.044000000000000004,5.51,3822.3704009999997,68.69,11.11,8.66
Los Angeles,6037121020.0,59.6,26.8,1.6,0.1,9.9,2.0,8.8,38.5,62.91,0.055,0.03,1031.72339,78.9,13.7,7.55
Los Angeles,6037572301.0,58.8,4.1,8.0,0.1,26.8,2.2,12.9,46.6,62.87,0.042,10.3,9073.592886,72.09,9.55,5.24
Los Angeles,6037204700.0,97.2,1.5,0.2,0.0,0.9,0.2,7.2,58.4,62.82,0.046,0.0,13177.75685,58.02,8.57,6.42
Los Angeles,6037535606.0,98.0,1.2,0.3,0.1,0.1,0.3,9.4,76.9,62.7,0.044000000000000004,0.0,6054.8790149999995,46.23,11.83,6.9
Los Angeles,6037239330.0,86.1,0.6,12.9,0.1,0.0,0.2,13.2,72.7,62.67,0.046,0.0,4989.856724,45.07,6.57,6.86
Fresno ,6019002400.0,67.5,9.2,4.5,1.2,16.4,1.3,19.3,80.2,62.67,0.065,0.0,2779.26855,116.9,9.6,7.33
Stanislaus ,6099000304.0,72.8,22.6,1.2,0.7,0.8,1.8,16.3,59.6,62.64,0.053,10.54,2725.721866,48.64,10.04,4.8
Los Angeles,6037122000.0,36.5,41.5,1.2,0.4,18.2,2.3,14.6,39.1,62.6,0.055,0.0,974.7043359999999,70.59,11.71,5.15
Los Angeles,6037534101.0,95.7,2.2,0.2,0.4,0.8,0.6,7.0,71.1,62.48,0.046,62.12,9976.353262,48.15,10.08,4.63
San Joaquin,6077003802.0,39.2,14.2,18.0,0.2,23.8,4.5,15.1,39.5,62.45,0.048,170.57,903.5315492000001,94.06,11.01,7.5
Los Angeles,6037602801.0,62.2,1.1,34.1,0.1,0.7,1.7,14.6,67.2,62.42,0.044000000000000004,0.0,4938.233744,114.99,11.94,7.05
Stanislaus ,6099002501.0,68.6,18.7,2.8,0.3,8.2,1.4,17.1,48.0,62.39,0.053,28.97,972.7615771,52.08,10.33,5.0
Fresno ,6019001410.0,51.8,12.5,5.2,0.4,28.2,1.9,12.7,50.5,62.37,0.065,1086.99,5796.375231,73.98,10.49,5.91
San Bernardino,6071002110.0,39.8,30.1,15.2,0.2,11.2,3.4,12.9,40.3,62.37,0.065,0.0,21406.61249,50.04,12.18,6.59
Los Angeles,6037532303.0,94.5,2.7,0.3,0.2,1.8,0.4,18.2,33.2,62.34,0.046,0.11,13896.8945,56.07,10.09,4.48
Los Angeles,6037123010.0,90.4,5.2,0.9,0.2,2.2,1.0,10.4,63.0,62.33,0.055,0.0,1197.572948,73.24,8.12,6.56
Los Angeles,6037296210.0,83.2,6.3,7.1,0.3,1.4,1.7,18.4,64.3,62.31,0.042,0.0,6724.9763459999995,84.98,9.68,7.41
Los Angeles,6037124103.0,75.0,18.3,1.8,0.1,3.6,1.2,18.1,64.2,62.29,0.055,0.0,1249.719759,70.64,13.05,7.11
San Bernardino,6071005400.0,66.3,12.4,17.0,0.5,1.6,2.2,18.4,71.2,62.28,0.068,0.0,930.3799215,118.49,13.71,7.06
Los Angeles,6037104703.0,94.5,2.9,1.8,0.0,0.3,0.6,12.7,75.1,62.25,0.055,0.0,900.7771439999999,73.67,7.69,5.3
Los Angeles,6037239310.0,80.5,0.6,17.4,0.3,0.3,1.0,10.5,75.0,62.24,0.046,0.0,4528.608952000001,95.56,13.17,6.5
Los Angeles,6037575802.0,76.6,8.5,10.1,0.4,3.2,1.3,12.1,76.4,62.21,0.042,2.75,12200.14975,122.08,11.92,7.66
Los Angeles,6037541002.0,32.2,12.9,49.1,0.3,2.6,2.9,16.9,35.9,62.2,0.042,24.05,8163.047022,70.62,7.67,6.28
Los Angeles,6037229300.0,87.7,1.0,10.6,0.0,0.2,0.4,11.7,87.3,62.2,0.046,0.0,4477.010858,63.52,9.63,6.76
Los Angeles,6037602600.0,16.7,3.1,74.3,0.2,3.6,2.2,12.9,36.6,62.19,0.044000000000000004,4.23,4942.788289,86.69,10.4,7.61
Los Angeles,6037570402.0,44.7,6.8,37.8,0.2,8.1,2.4,14.3,43.3,62.14,0.042,0.0,6219.137885,79.96,9.9,7.28
Los Angeles,6037224010.0,71.3,7.7,14.1,0.4,5.4,1.1,11.6,84.1,62.14,0.046,0.0,4753.25072,78.84,8.44,6.27
San Bernardino,6071001400.0,63.5,22.9,7.1,0.1,4.8,1.6,17.7,46.6,62.13,0.062,0.84,5173.316963,55.61,10.01,4.83
Kings ,6031001100.0,72.8,13.2,9.2,0.8,2.1,2.0,20.6,73.2,62.11,0.062,87.78,118.9653118,138.1,9.47,6.35
Los Angeles,6037294620.0,95.5,1.5,1.7,0.0,0.9,0.4,10.9,56.6,62.11,0.042,0.0,10211.224890000001,70.22,10.57,5.04
Los Angeles,6037294900.0,88.6,3.6,4.6,0.2,2.5,0.6,18.6,72.5,62.08,0.042,0.0,8089.268620999997,70.22,10.57,5.28
San Bernardino,6071001501.0,89.3,7.8,1.0,0.0,1.0,0.9,7.5,51.3,62.04,0.062,0.06,5257.633051,75.97,11.93,6.17
Los Angeles,6037294830.0,90.1,3.1,3.9,0.4,1.3,1.3,12.2,69.2,61.94,0.042,0.0,8378.154679000001,70.22,10.57,5.89
Stanislaus ,6099001700.0,65.0,15.9,6.2,0.9,10.0,2.0,21.1,79.8,61.93,0.053,0.0,708.9262774,95.48,15.53,3.9
Stanislaus ,6099001601.0,70.5,12.9,4.0,0.2,10.3,2.0,19.8,64.2,61.91,0.053,0.0,615.0,97.69,16.07,7.39
San Bernardino,6071005800.0,67.1,7.1,20.3,0.6,2.8,2.1,23.7,88.3,61.9,0.065,0.0,710.0996388,142.88,20.61,6.68
Los Angeles,6037541100.0,49.8,0.8,47.9,0.2,0.5,0.8,13.8,52.4,61.88,0.044000000000000004,0.28,6067.4349649999995,96.77,11.22,6.37
Los Angeles,6037533806.0,96.0,2.9,0.5,0.3,0.0,0.2,8.9,60.7,61.85,0.046,19.32,9453.260823,48.15,10.08,5.08
Los Angeles,6037542402.0,55.4,1.5,39.6,0.0,2.0,1.5,16.3,40.7,61.84,0.042,0.0,6332.774437,79.51,12.17,4.77
San Joaquin,6077002701.0,66.8,25.0,1.8,0.5,3.5,2.4,20.6,64.3,61.84,0.046,76.67,496.35269789999995,53.25,10.2,5.19
Los Angeles,6037208000.0,71.3,7.5,4.6,0.1,15.2,1.3,12.2,60.8,61.81,0.046,0.0,4766.5359579999995,42.23,5.98,6.95
Los Angeles,6037229100.0,89.8,0.6,9.2,0.0,0.0,0.5,7.8,68.2,61.66,0.046,0.0,5314.230576,63.52,9.63,6.11
Los Angeles,6037301602.0,42.6,38.1,2.2,0.1,13.9,3.0,13.3,33.5,61.64,0.053,0.0,1886.9115829999998,29.83,8.73,7.26
Los Angeles,6037533901.0,96.4,2.2,0.3,0.2,0.5,0.4,11.7,71.8,61.59,0.046,50.66,9447.032039,42.63,8.76,4.77
Alameda ,6001409000.0,48.8,1.7,43.3,0.1,4.3,1.8,13.3,52.5,61.56,0.03,0.0,596.1677629,147.84,11.34,6.15
Los Angeles,6037541400.0,79.6,0.8,18.6,0.1,0.4,0.5,17.8,69.4,61.5,0.044000000000000004,0.0,5852.679764,102.03,12.0,5.45
Los Angeles,6037534102.0,96.7,1.9,0.3,0.1,0.7,0.3,11.3,67.8,61.47,0.046,77.12,9499.925012,48.15,10.08,4.52
Los Angeles,6037573201.0,60.5,4.6,14.0,0.1,18.8,1.9,13.5,56.9,61.46,0.042,0.0,8930.870789,81.84,9.57,7.83
Los Angeles,6037531301.0,98.6,0.8,0.4,0.0,0.1,0.1,16.1,73.6,61.45,0.046,0.0,32280.80867,53.11,8.22,5.31
Los Angeles,6037553702.0,91.6,1.8,4.7,0.0,1.7,0.2,11.2,58.4,61.44,0.044000000000000004,0.0,7011.6509650000025,61.93,11.54,5.65
Los Angeles,6037536104.0,91.5,4.6,2.1,0.1,1.2,0.5,13.0,57.4,61.42,0.044000000000000004,0.06,8248.814046,43.82,11.1,4.34
Los Angeles,6037535001.0,88.4,0.8,10.1,0.0,0.0,0.6,10.5,64.8,61.39,0.046,0.0,5460.691009,79.03,12.37,6.76
Los Angeles,6037543000.0,41.6,0.5,55.4,0.1,0.3,2.1,15.6,35.3,61.35,0.044000000000000004,0.5,6326.085649000002,105.05,12.21,6.96
Fresno ,6019000501.0,79.5,5.7,6.2,0.4,7.0,1.1,12.5,72.9,61.3,0.065,1.39,3558.5479530000002,68.28,9.0,5.62
Stanislaus ,6099003802.0,74.4,20.9,1.1,0.5,1.8,1.3,23.7,71.2,61.27,0.057,2.73,590.6995937999999,82.64,14.43,4.59
Los Angeles,6037404802.0,81.5,3.5,1.0,0.3,13.1,0.5,14.5,55.6,61.25,0.051,0.02,10733.42184,62.29,10.58,6.26
Los Angeles,6037542401.0,56.1,0.8,40.0,0.1,1.7,1.4,17.7,51.8,61.23,0.044000000000000004,0.0,6118.974219,87.61,13.56,5.95
Los Angeles,6037199000.0,61.2,2.6,0.8,0.1,34.8,0.5,7.8,64.5,61.19,0.046,0.0,4446.100608,49.93,6.29,6.13
Los Angeles,6037187102.0,60.0,16.0,1.4,0.1,21.1,1.3,8.1,39.8,61.18,0.048,0.0,3279.973919,61.04,9.09,5.93
Los Angeles,6037553801.0,75.2,3.9,16.8,0.1,2.8,1.3,12.0,57.9,61.13,0.044000000000000004,0.0,13253.50294,61.93,11.54,5.73
San Bernardino,6071001504.0,69.7,8.0,11.3,0.2,9.5,1.3,12.4,55.2,61.09,0.062,0.79,5801.706859000001,56.25,9.6,7.4
Los Angeles,6037232500.0,56.9,0.6,40.8,0.2,0.2,1.4,12.7,55.5,61.01,0.046,0.0,3494.124106,89.2,10.13,7.75
Los Angeles,6037404702.0,75.8,3.2,1.2,0.1,18.8,0.8,14.2,59.0,60.99,0.051,8.41,8944.520815,62.29,10.58,4.25
Stanislaus ,6099000803.0,50.7,33.6,5.3,0.6,6.2,3.7,14.6,72.9,60.92,0.053,2500.12,1184.4309050000004,97.48,12.46,5.82
Los Angeles,6037241001.0,61.7,0.9,35.6,0.3,0.5,1.1,21.1,68.3,60.89,0.044000000000000004,0.0,5405.995615,85.81,10.32,8.81
Los Angeles,6037402702.0,86.0,4.8,5.7,0.2,2.3,1.0,13.6,71.4,60.81,0.057,1.34,6609.791028000002,77.76,9.21,4.34
Los Angeles,6037240200.0,70.2,1.1,27.5,0.2,0.2,0.8,15.5,75.7,60.81,0.046,0.0,4966.921631,95.56,13.17,6.89
San Bernardino,6071001803.0,55.6,30.9,6.7,0.4,5.5,0.8,8.2,39.0,60.8,0.062,0.4,17778.009319999994,51.6,14.93,5.93
Los Angeles,6037530902.0,95.7,1.3,0.2,0.1,2.5,0.2,17.9,75.6,60.65,0.046,0.0,11836.35893,53.1,10.63,7.39
Los Angeles,6037602002.0,76.8,3.8,14.1,0.1,4.2,1.1,15.6,50.8,60.64,0.044000000000000004,6.28,4851.914595,59.18,7.71,6.99
San Bernardino,6071007200.0,49.9,17.5,6.6,0.3,23.2,2.6,10.5,71.8,60.58,0.065,1.95,457.40764620000004,60.46,9.14,6.16
Los Angeles,6037433102.0,60.4,2.2,0.1,0.1,36.6,0.6,7.6,59.9,60.51,0.05,0.9,6514.809274,51.92,8.43,6.42
Los Angeles,6037540000.0,90.6,1.6,5.5,0.0,1.6,0.6,11.0,52.8,60.44,0.044000000000000004,0.0,6565.783176,56.29,10.77,6.44
Fresno ,6019004404.0,59.2,19.0,5.7,1.1,12.8,2.3,17.8,65.1,60.38,0.062,0.0,2483.819106,113.06,8.93,6.95
Los Angeles,6037220100.0,28.7,4.5,58.3,0.0,6.1,2.4,10.3,42.5,60.35,0.046,0.22,1991.3908059999999,100.36,9.96,9.21
Los Angeles,6037540700.0,61.3,0.6,36.7,0.2,0.2,1.0,20.7,70.0,60.24,0.044000000000000004,0.0,5736.395768,89.12,9.98,5.52
Los Angeles,6037404701.0,82.3,2.9,0.5,0.1,13.7,0.4,11.5,52.8,60.18,0.051,1.87,7514.396853,62.29,10.58,6.07
Los Angeles,6037531602.0,98.5,1.1,0.2,0.0,0.1,0.2,17.1,70.3,60.12,0.046,0.0,25701.228219999997,62.41,12.06,5.69
Los Angeles,6037204910.0,96.6,1.5,0.3,0.3,0.7,0.5,8.5,70.5,60.12,0.046,0.0,23176.69895,60.77,9.33,4.56
Los Angeles,6037543400.0,56.2,5.9,17.2,0.2,18.2,2.3,12.2,32.6,60.1,0.042,0.06,7947.751309,93.65,9.43,5.25
Los Angeles,6037239801.0,75.2,0.4,23.6,0.1,0.1,0.6,9.0,74.8,60.09,0.046,0.0,5198.848361,77.55,11.48,7.01
Los Angeles,6037553802.0,71.7,9.2,13.1,0.5,4.5,0.9,10.4,56.9,60.08,0.044000000000000004,23.63,6627.99609,53.74,9.57,4.78
Los Angeles,6037530500.0,98.1,0.9,0.1,0.1,0.4,0.4,10.5,67.6,60.01,0.046,0.0,13929.254930000001,60.98,11.78,5.51
Fresno ,6019008501.0,93.7,3.9,0.1,0.2,1.7,0.5,23.7,83.6,59.95,0.065,8236.65,1125.360835,86.0,11.19,4.35
Los Angeles,6037408800.0,71.0,11.3,7.0,0.2,9.4,1.2,6.7,67.1,59.87,0.057,0.0,7821.936208,69.55,9.41,5.87
Alameda ,6001409100.0,51.8,1.6,41.0,0.1,3.7,1.8,12.6,55.8,59.87,0.03,0.0,611.9293945000003,189.95,14.44,8.03
Riverside ,6065030103.0,65.0,24.4,4.0,0.7,3.2,2.6,18.6,63.0,59.83,0.065,0.0,969.9939442,107.28,12.11,5.08
Riverside ,6065041410.0,94.1,4.5,0.2,0.4,0.5,0.2,10.0,67.4,59.81,0.06,0.0,5663.442025,43.29,13.26,5.06
Los Angeles,6037297110.0,64.5,20.4,8.2,0.4,4.1,2.3,16.8,56.1,59.81,0.042,0.0,5380.045377,84.98,9.68,7.74
Fresno ,6019002702.0,80.7,4.1,3.0,0.3,11.0,1.0,14.4,79.0,59.8,0.065,0.0,3595.957918,119.79,17.15,7.52
Los Angeles,6037530601.0,95.0,1.7,0.4,0.1,2.2,0.6,16.8,60.9,59.78,0.048,0.0,9020.986318000001,53.1,10.63,5.07
Kern ,6029002000.0,57.5,9.3,28.3,0.6,2.4,1.8,10.2,74.9,59.77,0.065,0.0,55.62947651,107.68,10.38,6.45
Los Angeles,6037541500.0,85.9,0.4,12.7,0.0,0.6,0.3,12.2,61.6,59.74,0.044000000000000004,0.0,6003.648735,102.03,12.0,4.18
Los Angeles,6037572500.0,39.5,11.1,26.9,0.5,18.5,3.5,25.3,65.5,59.69,0.042,11.55,9676.110813,72.09,9.55,6.89
Los Angeles,6037104310.0,94.0,1.6,3.9,0.1,0.1,0.3,14.8,57.6,59.68,0.057,0.0,614.3619705,57.29,5.21,6.69
Riverside ,6065042508.0,72.4,9.8,12.2,0.2,3.3,2.1,15.1,61.8,59.68,0.065,0.0,539.6205541,56.62,10.37,6.9
Los Angeles,6037241120.0,65.1,0.7,32.3,0.4,0.4,1.2,19.9,71.9,59.67,0.044000000000000004,0.0,5162.4021189999985,92.97,12.03,8.92
Los Angeles,6037242300.0,71.4,0.5,26.7,0.2,0.1,1.0,18.7,75.3,59.66,0.044000000000000004,0.0,5588.172893,88.42,12.7,6.42
Alameda ,6001408800.0,45.9,2.1,41.4,0.2,7.8,2.7,20.1,66.5,59.65,0.03,0.0,548.0919212,161.73,11.56,8.75
Kern ,6029006201.0,69.3,26.9,0.9,0.6,1.3,0.9,15.8,67.0,59.6,0.065,5363.82,181.44710800000001,76.89,10.29,7.35
Los Angeles,6037122200.0,86.4,8.9,0.7,0.1,3.1,0.8,10.8,47.7,59.48,0.055,0.0,1177.607008,76.89,8.4,3.78
Los Angeles,6037543801.0,45.4,10.9,4.8,0.3,35.5,3.0,16.5,30.4,59.43,0.042,0.06,7538.739097,60.31,9.96,8.86
San Diego,6073003901.0,86.5,1.8,10.0,0.4,0.8,0.6,22.0,77.7,59.42,0.038,0.0,708.184092,104.87,8.02,6.38
Kern ,6029004604.0,69.7,7.8,11.0,0.3,10.2,1.0,13.8,56.4,59.32,0.062,2425.55,171.96457180000004,52.62,9.72,6.47
Kern ,6029002600.0,72.4,14.8,9.1,1.1,0.9,1.7,16.5,59.2,59.3,0.065,0.0,49.81142657,91.47,9.25,6.21
Los Angeles,6037231720.0,78.1,1.2,17.2,0.1,2.2,1.3,14.2,70.7,59.28,0.046,0.0,3883.416477,92.32,10.6,6.39
Riverside ,6065030503.0,84.6,6.1,5.6,0.3,1.5,1.8,14.1,79.6,59.23,0.065,0.0,946.7538749,62.49,9.23,4.57
San Joaquin,6077003700.0,63.4,28.6,1.7,0.6,4.2,1.5,29.0,64.0,59.22,0.048,2045.18,579.8908265,53.28,10.21,5.23
Los Angeles,6037191810.0,72.7,17.1,4.1,0.1,4.2,1.8,16.6,64.8,59.18,0.05,0.0,2187.846029,54.41,8.88,4.46
Los Angeles,6037502500.0,88.8,7.8,0.9,0.2,1.5,0.7,14.5,42.7,59.17,0.046,0.01,8338.966859,63.24,13.82,3.57
Los Angeles,6037542602.0,71.8,1.1,25.2,0.2,1.0,0.7,12.1,62.3,59.14,0.044000000000000004,0.0,5905.577897,94.08,10.9,6.61
Fresno ,6019003400.0,50.5,23.4,4.3,0.7,19.6,1.6,20.5,72.4,59.13,0.065,0.0,2381.0356859999997,125.06,11.33,6.76
Riverside ,6065040102.0,74.0,21.7,1.7,0.5,1.3,0.8,26.3,45.4,59.13,0.065,0.0,2671.928943,54.2,11.94,6.03
Los Angeles,6037530801.0,96.4,1.6,0.5,0.1,1.1,0.3,10.6,62.7,59.13,0.046,0.0,8999.256551,53.1,10.63,5.17
Los Angeles,6037227020.0,92.8,0.3,6.5,0.0,0.2,0.3,8.9,79.3,59.12,0.046,0.0,5558.250148,63.52,9.63,5.63
Los Angeles,6037533902.0,96.0,2.4,0.2,0.3,0.8,0.3,10.5,60.9,59.01,0.046,64.08,8545.673009999999,43.88,9.0,5.58
Los Angeles,6037530802.0,95.0,2.0,0.4,0.4,2.0,0.3,14.6,51.0,59.0,0.046,0.0,9078.601288,53.1,10.63,4.85
Merced ,6047002201.0,73.3,21.3,2.4,0.4,1.1,1.4,15.6,75.2,58.98,0.051,102.73,1.7037328630000002,115.94,16.02,6.88
Los Angeles,6037534502.0,96.3,2.6,0.2,0.0,0.4,0.5,8.5,55.3,58.94,0.046,0.0,7588.899697,55.85,10.47,5.4
Los Angeles,6037294701.0,87.1,4.2,6.1,0.4,1.5,0.8,9.5,64.9,58.93,0.042,0.0,8270.027172,70.22,10.57,3.75
Los Angeles,6037534900.0,98.0,0.7,0.6,0.1,0.2,0.4,9.3,59.8,58.85,0.046,0.0,6003.704588000001,71.27,11.46,4.6
Los Angeles,6037195802.0,62.1,6.2,2.4,0.2,27.9,1.2,14.7,58.5,58.85,0.046,0.0,3530.10489,54.03,7.65,7.39
Los Angeles,6037534405.0,96.3,1.8,0.6,0.2,0.6,0.4,8.8,71.9,58.8,0.046,0.0,8475.381129000001,48.15,10.08,6.89
San Bernardino,6071007108.0,45.7,18.2,25.9,0.4,7.0,2.8,9.6,54.7,58.79,0.065,0.0,707.2836592,95.84,16.38,5.56
Los Angeles,6037104401.0,96.8,2.1,0.1,0.4,0.6,0.1,12.4,50.8,58.76,0.057,0.0,650.6636135,73.79,7.7,6.3
Los Angeles,6037570403.0,76.8,2.5,15.3,0.1,4.4,0.9,16.7,64.9,58.76,0.042,0.0,6310.938304,75.7,9.45,5.59
Ventura ,6111004902.0,95.8,1.5,1.2,0.1,0.9,0.5,7.8,73.0,58.75,0.044000000000000004,33324.22,158.1871979,116.73,15.04,4.69
Los Angeles,6037402501.0,91.2,2.9,2.7,0.5,1.9,0.7,12.1,73.7,58.73,0.057,0.0,9342.454665000001,70.31,10.29,4.85
Los Angeles,6037570203.0,60.7,5.2,23.3,0.2,8.9,1.8,11.9,51.7,58.73,0.044000000000000004,0.0,6835.636056,64.59,8.21,6.61
Los Angeles,6037123204.0,77.6,13.5,3.9,0.1,3.5,1.4,11.2,60.5,58.69,0.055,0.0,1164.5836980000001,68.36,11.98,5.33
Los Angeles,6037229200.0,81.7,0.6,16.2,0.1,0.8,0.6,6.7,75.4,58.69,0.046,0.0,4805.605133,63.52,9.63,6.01
Los Angeles,6037127220.0,63.8,19.2,4.8,0.2,10.5,1.5,10.2,66.8,58.66,0.055,0.0,747.6055163,98.74,13.75,7.54
San Diego,6073005100.0,33.3,42.0,15.4,0.8,5.4,3.1,20.4,67.7,58.65,0.038,0.0,346.22247769999996,73.61,7.52,7.34
Los Angeles,6037542106.0,85.2,1.4,12.0,0.1,0.8,0.5,14.7,68.8,58.64,0.044000000000000004,0.0,6507.396839,87.57,13.56,5.28
Los Angeles,6037123203.0,81.8,9.3,4.0,0.1,3.3,1.5,15.6,67.6,58.6,0.055,0.0,1161.172357,60.29,10.66,4.59
Los Angeles,6037192700.0,59.4,9.9,5.0,0.3,23.9,1.5,16.2,58.8,58.57,0.048,0.0,3028.784144,59.55,6.41,7.31
Los Angeles,6037239201.0,81.5,0.7,16.8,0.1,0.2,0.8,10.5,73.4,58.55,0.046,0.0,4418.935442,95.56,13.17,4.45
Los Angeles,6037532700.0,97.3,0.6,1.9,0.0,0.1,0.1,11.9,62.5,58.53,0.046,0.0,5998.681226,70.67,10.99,3.73
Los Angeles,6037232120.0,78.3,0.7,19.3,0.4,0.4,1.0,13.3,70.9,58.51,0.046,0.0,3950.103192,92.32,10.6,6.11
Los Angeles,6037571701.0,57.8,9.0,14.2,0.3,16.3,2.4,18.1,53.9,58.46,0.042,0.0,6355.618263,84.93,10.4,6.47
Los Angeles,6037218500.0,54.2,5.3,34.6,0.1,2.8,3.0,14.5,43.8,58.46,0.048,0.0,2211.120112,86.4,8.69,6.4
San Bernardino,6071007604.0,48.4,32.2,8.5,0.6,7.8,2.6,13.4,44.0,58.44,0.068,0.14,413.3605466,65.42,10.49,7.11
Los Angeles,6037541605.0,76.3,0.8,21.5,0.1,0.5,0.8,13.2,69.9,58.38,0.044000000000000004,0.0,5994.218664,87.61,13.56,5.26
Los Angeles,6037204810.0,97.6,1.3,0.0,0.1,0.5,0.4,8.9,68.1,58.38,0.046,0.0,17201.94025,48.12,7.63,7.84
Fresno ,6019002701.0,80.4,9.5,2.3,0.5,6.4,0.9,23.8,70.6,58.33,0.065,0.0,2850.405095,119.79,17.15,5.83
Los Angeles,6037531504.0,97.3,1.8,0.2,0.4,0.2,0.2,19.9,74.3,58.31,0.046,0.0,20801.40996,62.41,12.06,8.17
Los Angeles,6037502301.0,91.6,5.3,1.1,0.4,1.2,0.4,5.9,37.3,58.28,0.046,0.0,7622.6840269999975,69.12,15.61,4.66
Stanislaus ,6099002004.0,41.6,42.1,6.1,0.5,5.4,4.3,16.2,69.2,58.28,0.053,29.82,859.0658117,82.36,11.99,3.82
San Bernardino,6071004800.0,91.1,2.3,5.0,0.1,0.6,0.9,23.1,68.8,58.28,0.065,0.0,1046.916396,146.12,14.46,4.15
Los Angeles,6037224020.0,83.7,4.8,8.4,0.1,1.8,1.2,7.3,74.7,58.27,0.046,0.0,4634.193858,61.73,8.48,5.57
Los Angeles,6037535002.0,94.3,0.9,4.4,0.0,0.3,0.1,12.2,67.4,58.26,0.046,0.0,5683.951549,79.03,12.37,6.05
Los Angeles,6037228720.0,87.7,0.5,10.9,0.1,0.0,0.8,9.8,79.6,58.25,0.046,0.0,5276.987819,63.52,9.63,4.97
Los Angeles,6037541606.0,84.0,1.0,14.9,0.0,0.0,0.2,21.5,68.2,58.18,0.044000000000000004,0.0,5913.238971,87.61,13.56,5.48
Los Angeles,6037503000.0,91.8,5.5,0.4,0.1,1.9,0.3,8.0,59.5,58.16,0.046,0.0,5413.000459000001,61.52,11.41,5.33
Los Angeles,6037536000.0,97.0,2.1,0.4,0.1,0.3,0.1,8.9,49.5,58.15,0.044000000000000004,0.01,7763.893485,40.63,10.11,5.9
Los Angeles,6037208302.0,75.3,4.2,7.4,0.1,11.2,1.7,18.7,69.0,58.14,0.046,0.0,4497.697102,43.26,5.85,5.83
Imperial ,6025011400.0,91.7,2.3,5.3,0.1,0.1,0.4,17.0,73.4,58.13,0.055,117.29,246.59637880000002,111.93,14.15,5.03
Los Angeles,6037603001.0,45.1,5.0,27.4,0.2,20.2,2.1,9.9,50.2,58.13,0.044000000000000004,11.29,5896.146203,79.41,10.07,5.82
Los Angeles,6037602900.0,66.8,6.6,18.8,0.4,5.6,1.9,12.7,55.4,58.13,0.044000000000000004,20.72,5231.304724000001,64.76,7.88,4.36
Orange ,6059086407.0,53.8,30.3,2.8,0.2,10.8,2.1,9.7,35.2,58.12,0.048,69.64,36161.23796000001,64.35,10.34,6.21
San Joaquin,6077005131.0,38.2,51.1,4.0,0.9,3.6,2.3,9.6,42.8,58.1,0.05,3667.52,1429.844297,78.39,10.01,6.04
Stanislaus ,6099003804.0,51.9,40.0,1.3,0.8,3.8,2.3,21.8,40.7,58.09,0.057,2567.04,414.46774260000007,82.64,14.43,5.11
