State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape,Revised rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
Connecticut,1994,3275000,14916,215,806,,6150,7745,134030,29142,84721,20167
Connecticut,1995,3275000,13293,150,776,,5345,7022,134188,29095,87401,17692
Connecticut,1996,3274000,13490,158,755,,5552,7025,124924,27574,81328,16022
Connecticut,1997,3270000,12781,124,740,,4999,6918,117505,24143,78821,14541
Connecticut,1998,3274000,11993,135,728,,4379,6751,111978,21801,77472,12705
Connecticut,1999,3282031,11342,107,654,,4054,6527,99894,19298,69299,11297
Connecticut,2000,3405565,11058,98,678,,3832,6450,99033,17436,68498,13099
Connecticut,2001,3434602,11492,105,639,,4183,6565,95299,17159,65762,12378
Connecticut,2002,3458587,10807,84,740,,4069,5914,93426,17111,64735,11580
Connecticut,2003,3486960,11045,112,698,,4212,6023,92981,16043,65568,11370
Connecticut,2004,3498966,10113,100,755,,4188,5070,93942,15959,66770,11213
Connecticut,2005,3500701,9542,105,712,,3933,4792,90270,15245,64416,10609
Connecticut,2006,3504809,10505,137,696,,4460,5212,90638,15583,64765,10290
Connecticut,2007,3502309,10547,113,690,,4303,5441,86528,15640,60937,9951
Connecticut,2008,3501252,10737,132,680,,4043,5882,87210,15107,63212,8891
Connecticut,2009,3518288,10588,106,657,,4001,5824,82625,15172,59992,7461
Connecticut,2010,3575498,10083,133,595,,3553,5802,78259,15145,56413,6701
Connecticut,2011,3586717,9889,129,689,,3689,5382,77205,15468,55067,6670
Connecticut,2012,3591765,10183,117,933,,3709,5424,77169,14787,55904,6478
Connecticut,2013,3599341,9439,91,647,891.0,3551,4906,71274,12934,52099,6241
Connecticut,2014,3596677,8522,86,571,782.0,3159,4495,69070,11955,51005,6110
Delaware,1960,446292,375,33,41,,157,144,9267,2661,5867,739
Delaware,1961,458000,318,20,27,,124,147,9343,2711,5885,747
Delaware,1962,469000,338,20,44,,140,134,10157,2814,6479,864
Delaware,1963,476000,424,24,43,,181,176,10892,3366,6559,967
Delaware,1964,491000,541,23,40,,203,275,11801,3313,7211,1277
Delaware,1965,505000,561,29,33,,286,213,11603,3272,7062,1269
Delaware,1966,512000,655,46,49,,300,260,12758,3903,7469,1386
Delaware,1967,524000,948,45,60,,343,500,14204,4360,7861,1983
Delaware,1968,534000,1288,45,75,,561,607,15616,4726,8647,2243
Delaware,1969,540000,1588,43,74,,635,836,17321,4737,10043,2541
Delaware,1970,548104,1795,42,102,,578,1073,21571,5789,12718,3064
Delaware,1971,558000,2060,34,102,,804,1120,25924,7759,14902,3263
Delaware,1972,565000,2181,39,80,,735,1327,23378,7059,13544,2775
Delaware,1973,576000,2016,34,91,,520,1371,24380,7024,14552,2804
Delaware,1974,573000,2539,59,99,,733,1648,31552,8697,19825,3030
Delaware,1975,579000,2270,42,105,,910,1213,36339,10574,22737,3028
Delaware,1976,582000,1872,36,103,,749,984,34587,8978,22790,2819
Delaware,1977,582000,2224,35,145,,914,1130,33919,9793,21408,2718
Delaware,1978,583000,2569,39,119,,848,1563,34474,9466,22111,2897
Delaware,1979,582000,3127,33,162,,753,2179,34853,8890,23081,2882
Delaware,1980,594779,2824,41,144,,815,1824,37482,9698,25077,2707
Delaware,1981,598000,3044,40,170,,844,1990,36958,9627,24759,2572
Delaware,1982,602000,3370,32,186,,737,2415,35067,8698,23891,2478
Delaware,1983,606000,2746,25,229,,699,1793,30378,7414,20908,2056
Delaware,1984,613000,2671,25,300,,711,1635,28021,6678,19747,1596
Delaware,1985,622000,2695,30,296,,773,1596,28164,6826,19638,1700
Delaware,1986,633000,2703,31,360,,786,1526,27881,6598,19562,1721
Delaware,1987,644000,2774,33,441,,789,1511,29032,6572,20453,2007
Delaware,1988,660000,2981,34,491,,784,1672,28693,6868,19824,2001
Delaware,1989,673000,3745,34,569,,934,2208,28998,6072,20294,2632
Delaware,1990,666168,4365,33,587,,1098,2647,31344,6465,21922,2957
Delaware,1991,680000,4857,37,588,,1460,2772,35055,7668,24836,2551
Delaware,1992,689000,4280,32,591,,1042,2615,29126,6598,20419,2109
Delaware,1993,700000,4801,35,539,,1307,2920,29304,6244,20853,2207
Delaware,1994,706000,4549,33,546,,1141,2829,29971,6198,20828,2945
Delaware,1995,717000,5198,25,575,,1425,3173,31790,6491,22329,2970
Delaware,1996,725000,4845,31,454,,1304,3056,30643,5830,21665,3148
Delaware,1997,732000,5753,22,428,,1783,3520,36578,6421,25904,4253
Delaware,1998,744000,5672,21,499,,1445,3707,34230,6395,24649,3186
Delaware,1999,753538,5534,24,529,,1492,3489,30922,5245,22634,3043
Delaware,2000,783600,5363,25,424,,1394,3520,29727,5216,21360,3151
Delaware,2001,796599,4868,23,420,,1156,3269,27399,5144,19476,2779
Delaware,2002,805945,4836,26,358,,1154,3298,26967,5355,18555,3057
Delaware,2003,818166,5525,21,370,,1441,3693,27943,6066,18933,2944
Delaware,2004,830069,5105,28,357,,1343,3377,27256,5669,19285,2302
Delaware,2005,841741,5332,37,377,,1306,3612,26245,5811,18085,2349
Delaware,2006,853476,5983,42,417,,1791,3733,29670,6337,20449,2884
Delaware,2007,864764,6100,39,341,,1763,3957,29216,6420,20454,2342
Delaware,2008,873092,6187,57,371,,1847,3912,31385,6783,22045,2557
Delaware,2009,885122,5713,41,395,,1680,3597,29685,6943,20836,1906
Delaware,2010,899792,5608,51,326,,1839,3392,31078,7550,21593,1935
Delaware,2011,908137,5144,48,307,,1558,3231,31163,7617,22001,1545
Delaware,2012,917053,5048,56,249,,1498,3245,30707,7389,21880,1438
Delaware,2013,925240,4633,41,278,399.0,1233,2960,29001,6299,21347,1355
Delaware,2014,935614,4576,54,249,386.0,1269,2867,27900,5768,20865,1267
District of Columbia,1960,763956,4230,81,111,,1072,2966,16495,4587,9905,2003
District of Columbia,1961,763956,4491,88,100,,1348,2955,17093,4902,9732,2459
District of Columbia,1962,784000,4750,91,82,,1572,3005,17458,5022,9855,2581
District of Columbia,1963,798000,4740,95,87,,1707,2851,20844,6984,10395,3465
District of Columbia,1964,808000,5112,132,96,,2279,2605,25222,8910,10920,5392
District of Columbia,1965,803000,5804,148,140,,2881,2635,28081,9886,12576,5619
District of Columbia,1966,808000,7155,141,134,,3703,3177,32782,10498,15719,6565
District of Columbia,1967,809000,9252,178,172,,5759,3143,44634,14702,21425,8507
District of Columbia,1968,809000,12180,195,260,,8622,3103,51473,17950,22169,11354
District of Columbia,1969,798000,17038,287,776,,12366,3609,66002,22902,31910,11190
District of Columbia,1970,756510,16846,221,720,,11816,4089,65488,21740,32638,11110
District of Columbia,1971,741000,16084,275,615,,11222,3972,54432,18818,26882,8732
District of Columbia,1972,748000,12607,245,714,,7751,3897,46225,12801,27603,5821
District of Columbia,1973,746000,11626,268,596,,7171,3591,47295,11801,30781,4713
District of Columbia,1974,723000,11590,277,561,,7941,2811,43054,14126,25004,3924
District of Columbia,1975,716000,12704,235,520,,9137,2812,42453,13164,25892,3397
District of Columbia,1976,702000,10399,188,508,,7044,2659,39327,11869,24506,2952
District of Columbia,1977,690000,9843,192,402,,6655,2594,39978,11590,25646,2742
District of Columbia,1978,674000,9515,189,447,,6333,2546,41435,12497,25744,3194
District of Columbia,1979,656000,10553,180,489,,6920,2964,45877,13452,28819,3606
District of Columbia,1980,635233,12772,200,439,,8897,3236,50896,16260,31068,3568
District of Columbia,1981,636000,14468,223,414,,10399,3432,53442,16832,32845,3765
District of Columbia,1982,631000,13397,194,421,,9137,3645,52295,14774,33435,4086
District of Columbia,1983,623000,11933,183,406,,7698,3646,45843,12483,29405,3955
District of Columbia,1984,623000,10725,175,366,,6087,4097,42799,10954,27471,4374
District of Columbia,1985,626000,10171,147,337,,5230,4457,39904,10005,24874,5025
District of Columbia,1986,626000,9423,194,328,,4720,4181,42781,10815,25861,6105
District of Columbia,1987,622000,10016,225,245,,4462,5084,42553,11244,25012,6297
District of Columbia,1988,620000,11914,369,165,,5690,5690,49557,12300,28624,8633
District of Columbia,1989,604000,12937,434,186,,6542,5775,49235,11780,29164,8291
District of Columbia,1990,606900,14919,472,303,,7365,6779,50470,12035,30326,8109
District of Columbia,1991,598000,14671,482,214,,7269,6706,49722,12405,29182,8135
District of Columbia,1992,589000,16685,443,215,,7459,8568,50502,10721,30663,9118
District of Columbia,1993,578000,16888,454,324,,7107,9003,51091,11534,31495,8062
District of Columbia,1994,570000,15177,399,249,,6311,8218,48009,10037,29711,8261
District of Columbia,1995,554000,14744,360,292,,6864,7228,52697,10185,32319,10193
District of Columbia,1996,543000,13411,397,260,,6444,6310,51188,9828,31385,9975
District of Columbia,1997,529000,10708,301,218,,4501,5688,41341,6963,26809,7569
District of Columbia,1998,523000,8988,260,190,,3606,4932,37222,6361,24360,6501
District of Columbia,1999,519000,8448,241,248,,3344,4615,33420,5067,21701,6652
District of Columbia,2000,572059,8626,239,251,,3554,4582,33000,4745,21655,6600
District of Columbia,2001,573822,9195,231,181,,3780,5003,35232,4949,22313,7970
District of Columbia,2002,569157,9322,264,262,,3834,4962,36477,5170,21708,9599
District of Columbia,2003,557620,9061,249,274,,3941,4597,32696,4671,18119,9906
District of Columbia,2004,554239,7590,198,222,,3202,3968,26896,3946,14542,8408
District of Columbia,2005,582049,8032,195,166,,3700,3971,26133,3577,14836,7720
District of Columbia,2006,581530,8772,169,185,,3829,4589,27064,3835,15908,7321
District of Columbia,2007,588292,8325,181,192,,4265,3687,28922,3926,17390,7606
District of Columbia,2008,591833,8509,186,186,,4430,3707,30211,3788,19958,6465
District of Columbia,2009,599657,8089,145,150,,4404,3390,28495,3696,19267,5532
District of Columbia,2010,604912,8026,132,187,,4325,3382,28802,4233,19514,5055
District of Columbia,2011,619020,7433,108,173,,4094,3058,29654,3850,21347,4457
District of Columbia,2012,633427,7866,88,236,,4037,3505,30757,3519,23575,3663
District of Columbia,2013,649111,8415,103,297,395.0,4082,3835,31097,3316,24547,3234
District of Columbia,2014,658893,8199,105,352,472.0,3497,4125,34147,3466,26898,3783
Florida,1960,4951560,11061,527,403,,4005,6126,122858,39966,73603,9289
Florida,1961,5222000,11376,477,398,,3746,6755,117144,37627,70655,8862
Florida,1962,5459000,10489,420,318,,3457,6294,128028,40575,78266,9187
Florida,1963,5652000,12150,463,398,,4017,7272,145313,46604,89034,9675
Florida,1964,5705000,16539,489,589,,4958,10503,175041,54959,108307,11775
Florida,1965,5805000,17386,518,771,,5146,10951,175351,55556,107733,12062
Florida,1966,5941000,20069,612,871,,5933,12653,200716,62839,123424,14453
Florida,1967,5995000,23399,630,913,,7850,14006,222612,73188,132298,17126
Florida,1968,6160000,27913,731,1113,,9849,16220,249194,81743,147745,19706
Florida,1969,6354000,29411,720,1347,,10345,16999,271930,86308,161291,24331
Florida,1970,6789443,33824,860,1509,,12636,18819,327182,106036,194216,26930
Florida,1971,7041000,38575,933,1708,,13422,22512,360864,118175,215037,27652
Florida,1972,7259000,40252,924,1920,,13745,23663,350054,116516,206962,26576
Florida,1973,7678000,46419,1180,2447,,17069,25723,411212,142597,234073,34542
Florida,1974,8090000,54821,1191,2910,,22263,28457,542815,185042,318708,39065
Florida,1975,8357000,57540,1130,2986,,20031,33393,587723,196358,354374,36991
Florida,1976,8421000,54597,903,3055,,15695,34944,536283,164609,343069,28605
Florida,1977,8452000,58052,859,3348,,15885,37960,511494,157195,324601,29698
Florida,1978,8594000,65792,949,3960,,17701,43182,541760,170061,338299,33400
Florida,1979,8860000,73881,1084,4576,,22097,46124,607281,190884,378099,38298
Florida,1980,9567112,94095,1387,5439,,34015,53254,709730,239825,424223,45682
Florida,1981,10166000,98109,1522,5707,,35473,55407,718470,241536,431222,45712
Florida,1982,10416000,93411,1409,5587,,31002,55413,684166,211932,427462,44772
Florida,1983,10680000,88292,1199,5170,,28126,53797,635934,191902,400796,43236
Florida,1984,10976000,95270,1264,5570,,30311,58125,653429,198446,408153,46830
Florida,1985,11366000,106971,1296,6004,,35506,64165,753918,228402,465792,59724
Florida,1986,11675000,121013,1371,6152,,42822,70668,839651,259331,510496,69824
Florida,1987,12023000,123168,1371,6032,,42869,72896,899167,271346,546466,81355
Florida,1988,12377000,138343,1416,6154,,49916,80857,967869,283960,589215,94694
Florida,1989,12671000,140575,1405,6299,,51188,81683,975042,289254,583702,102086
Florida,1990,12937926,160990,1379,6781,,53928,98902,978944,280832,591210,106902
Florida,1991,13277000,157243,1248,6865,,53083,96047,977570,266313,607222,104035
Florida,1992,13488000,162827,1208,7310,,49482,104827,964533,254755,598093,111685
Florida,1993,13679000,164975,1224,7359,,48913,107479,977363,251063,603784,122516
Florida,1994,13953000,160016,1165,7301,,45871,105679,991105,237341,626578,127186
Florida,1995,14166000,151711,1037,6887,,42485,101302,939288,215657,612311,111320
Florida,1996,14400000,151350,1077,7508,,41643,101122,928273,219056,605448,103769
Florida,1997,14654000,149996,1012,7599,,40459,100926,915613,213926,594492,107195
Florida,1998,14916000,140016,967,7404,,36198,95447,887107,203105,579752,104250
Florida,1999,15111244,129044,859,6990,,31969,89226,808674,181378,534105,93191
Florida,2000,15982378,129777,903,7057,,31809,90008,780377,172898,518298,89181
Florida,2001,16373330,130713,874,6641,,32867,90331,782517,176052,516548,89917
Florida,2002,16691701,128721,911,6753,,32581,88476,777236,177242,511478,88516
Florida,2003,16999181,124280,924,6727,,31523,85106,757696,170644,505489,81563
Florida,2004,17385430,123754,946,6612,,29997,86199,727141,166332,482484,78325
Florida,2005,17768191,125957,883,6592,,30141,88341,712998,164783,472912,75303
Florida,2006,18089888,129602,1129,6475,,34147,87851,721101,170873,473774,76454
Florida,2007,18251243,131878,1202,6149,,38155,86372,746249,181836,490783,73630
Florida,2008,18328340,126256,1168,5972,,36268,82848,758889,188472,506902,63515
Florida,2009,18537969,113541,1017,5501,,30911,76112,712010,181884,479867,50259
Florida,2010,18838613,101969,987,5373,,26086,69523,669035,169119,458454,41462
Florida,2011,19082262,98198,984,5273,,25622,66319,671200,170171,461408,39621
Florida,2012,19320749,94087,1009,5260,,23889,63929,632988,153563,442095,37330
Florida,2013,19600311,91993,972,4765,6767.0,23200,61054,607170,138915,433344,34911
Florida,2014,19893297,107521,1149,6051,8563.0,24914,72895,679446,143220,493647,42579
Georgia,1960,3943116,6262,469,294,,974,4525,49253,15461,27979,5813
Georgia,1961,3987000,6269,400,380,,1129,4360,53445,17439,29746,6260
Georgia,1962,4100000,6200,422,439,,1301,4038,57160,18872,30436,7852
Georgia,1963,4140000,7019,390,396,,1410,4823,62841,19400,34843,8598
Georgia,1964,4294000,8285,503,529,,1445,5808,70609,22706,37954,9949
Georgia,1965,4357000,8777,491,586,,1297,6403,68094,21236,38428,8430
Georgia,1966,4459000,9066,504,650,,1555,6357,74754,24580,42070,8104
Georgia,1967,4509000,8536,501,561,,1682,5792,79581,26667,43900,9014
Georgia,1968,4588000,9903,636,619,,2181,6467,89021,30317,47858,10846
Georgia,1969,4641000,11235,551,794,,2895,6995,100124,32555,54897,12672
Georgia,1970,4589575,13976,702,740,,4395,8139,118277,41301,62812,14164
Georgia,1971,4664000,15898,745,1004,,4858,9291,126254,49003,63173,14078
Georgia,1972,4720000,17823,871,984,,6340,9628,126222,51056,60689,14477
Georgia,1973,4786000,19738,834,1236,,7565,10103,144437,60726,66558,17153
Georgia,1974,4882000,21587,868,1323,,8617,10779,169417,71394,81078,16945
Georgia,1975,4926000,22608,711,1251,,8204,12442,205266,77867,110762,16637
Georgia,1976,4970000,21030,692,1240,,7076,12022,218002,71984,130130,15888
Georgia,1977,5048000,22203,593,1570,,7094,12946,192795,68205,109554,15036
Georgia,1978,5084000,24545,731,1928,,8454,13432,218028,75022,124880,18126
Georgia,1979,5118000,28594,877,2216,,10939,14562,248641,81579,145758,21304
Georgia,1980,5400851,29993,743,2391,,10670,16189,272652,91773,160764,20115
Georgia,1981,5569000,30527,960,2362,,10938,16267,282926,93121,171170,18635
Georgia,1982,5639000,26963,713,2242,,8716,15292,267097,84469,165049,17579
Georgia,1983,5732000,26179,483,2021,,8267,15408,232062,72614,143398,16050
Georgia,1984,5837000,27935,546,2356,,8414,16619,234621,70310,147251,17060
Georgia,1985,5976000,30311,620,2587,,9812,17292,275070,81070,171950,22050
Georgia,1986,6104000,35869,686,2678,,13056,19449,297130,88695,182171,26264
Georgia,1987,6222000,35868,735,2681,,13014,19438,324511,96572,197302,30637
Georgia,1988,6401000,42589,748,2970,,15593,23278,362376,103106,223768,35502
Georgia,1989,6436000,47357,820,3150,,17450,25937,407868,110215,255578,42075
Georgia,1990,6478216,48996,767,3472,,17067,27690,389165,104905,240623,43637
Georgia,1991,6623000,48894,849,2800,,17762,27483,381165,100317,240359,40489
Georgia,1992,6751000,49496,741,3057,,16863,28835,382934,97402,246619,38913
Georgia,1993,6917000,50019,789,2448,,17154,29628,378348,90423,246849,41076
Georgia,1994,7055000,47103,703,2448,,15703,28249,376926,81406,256208,39312
Georgia,1995,7201000,47317,683,2539,,14777,29318,385005,76324,264872,43809
Georgia,1996,7353000,46966,630,2357,,15100,28879,416986,81968,288803,46215
Georgia,1997,7486000,45408,563,2328,,15473,27044,388155,81320,262263,44572
Georgia,1998,7642000,43762,618,2322,,14308,26514,373717,75720,255459,42538
Georgia,1999,7788240,41585,583,2319,,12962,25721,359383,71429,247834,40120
Georgia,2000,8186453,41319,651,1968,,13250,25450,347630,68488,240440,38702
Georgia,2001,8405677,41671,598,2180,,14402,24491,347872,71799,238484,37589
Georgia,2002,8544005,39271,606,2108,,13432,23125,346559,73932,234591,38036
Georgia,2003,8676460,39435,657,2234,,14043,22501,369589,79001,247196,43392
Georgia,2004,8918129,40217,613,2387,,13656,23561,376656,82992,249426,44238
Georgia,2005,9132553,40725,564,2143,,14041,23977,378534,84463,249594,44477
Georgia,2006,9363941,44754,605,2169,,15511,26469,362712,85140,234445,43127
Georgia,2007,9544750,46917,720,2198,,17291,26708,371248,90294,238436,42518
Georgia,2008,9685744,47353,640,2334,,17808,26571,387917,100564,247709,39644
Georgia,2009,9829211,42073,566,2323,,14631,24553,360985,98606,229216,33163
Georgia,2010,9712157,39068,555,2107,,12372,24034,353449,96947,226161,30341
Georgia,2011,9812460,36762,549,2066,,12266,21881,357235,96014,231543,29678
Georgia,2012,9915646,37675,583,2143,,12502,22447,339473,86992,223875,28606
Georgia,2013,9994759,37519,563,2022,2891.0,12704,21361,339808,83459,229190,27159
Georgia,2014,10097343,38097,580,2159,3048.0,12417,22052,331316,76428,228034,26854
Hawaii,1960,632772,138,15,21,,69,33,14405,3328,9369,1708
Hawaii,1961,657000,161,15,25,,70,51,16410,3909,10498,2003
Hawaii,1962,693000,256,20,17,,120,99,17391,4485,10693,2213
Hawaii,1963,694000,215,12,18,,80,105,17430,4944,10812,1674
Hawaii,1964,701000,575,15,18,,95,447,18984,5880,11301,1803
Hawaii,1965,711000,491,23,6,,133,329,22633,6974,13078,2581
Hawaii,1966,718000,598,21,35,,155,387,24555,8111,14152,2292
Hawaii,1967,739000,591,18,37,,146,390,26895,8516,15392,2987
Hawaii,1968,778000,662,22,56,,176,408,33868,10610,19323,3935
Hawaii,1969,794000,684,27,97,,282,278,35307,10360,20692,4255
Hawaii,1970,769913,938,28,91,,487,332,39599,11211,23914,4474
